Commit Hash,Commit Message,File Name,Source Code Before File Path,Source Code After File Path,Diff File Path,LLM Inference (fix type),Rectified Message,MI_Before,MI_After,CC_Before,CC_After,LOC_Before,LOC_After,MI_Change,CC_Change,LOC_Change
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,lockfile-0.12.2-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_lockfile-0.12.2-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_lockfile-0.12.2-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_lockfile-0.12.2-py2.py3-none-any.whl_diff.txt,add commit message,fix commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,packaging-17.1-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_packaging-17.1-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_packaging-17.1-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_packaging-17.1-py2.py3-none-any.whl_diff.txt,add missing commit,add fix type to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,pip-9.0.1-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pip-9.0.1-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pip-9.0.1-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pip-9.0.1-py2.py3-none-any.whl_diff.txt,add missing commit,add more info to the commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,pkg_resources-0.0.0-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pkg_resources-0.0.0-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pkg_resources-0.0.0-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pkg_resources-0.0.0-py2.py3-none-any.whl_diff.txt,fix commit,fix commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,progress-1.2-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_progress-1.2-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_progress-1.2-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_progress-1.2-py2.py3-none-any.whl_diff.txt,update commit message,add fix type to progress-update,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,pyparsing-2.2.0-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pyparsing-2.2.0-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pyparsing-2.2.0-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pyparsing-2.2.0-py2.py3-none-any.whl_diff.txt,add missing commit,add fix type to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,requests-2.18.4-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_requests-2.18.4-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_requests-2.18.4-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_requests-2.18.4-py2.py3-none-any.whl_diff.txt,add missing commit,fix issue with requests 2.18.4,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,retrying-1.3.3-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_retrying-1.3.3-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_retrying-1.3.3-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_retrying-1.3.3-py2.py3-none-any.whl_diff.txt,update commit message,add more info to the commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,setuptools-39.0.1-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_setuptools-39.0.1-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_setuptools-39.0.1-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_setuptools-39.0.1-py2.py3-none-any.whl_diff.txt,add missing commit,add more info to the commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,six-1.11.0-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_six-1.11.0-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_six-1.11.0-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_six-1.11.0-py2.py3-none-any.whl_diff.txt,add missing commit,add fix type to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,urllib3-1.22-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_urllib3-1.22-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_urllib3-1.22-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_urllib3-1.22-py2.py3-none-any.whl_diff.txt,add missing commit,add fix type to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,webencodings-0.5-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_webencodings-0.5-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_webencodings-0.5-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_webencodings-0.5-py2.py3-none-any.whl_diff.txt,add missing commit,add fix for fix,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,wheel-0.30.0-py2.py3-none-any.whl,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_wheel-0.30.0-py2.py3-none-any.whl_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_wheel-0.30.0-py2.py3-none-any.whl_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_wheel-0.30.0-py2.py3-none-any.whl_diff.txt,add missing commit,add fix type to wheel commit,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,main.py,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_main.py_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_main.py_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_main.py_diff.txt,add missing newline,add missing newline at the end of diff,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,mathsHelper.py,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_mathsHelper.py_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_mathsHelper.py_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_mathsHelper.py_diff.txt,add percentage to commit,add comment,,,,,,,,,
37754d3cb67b0eaf591a43e8c2df7d0b60fda112,added gitignore,.gitignore,codes/37754d3cb67b0eaf591a43e8c2df7d0b60fda112_.gitignore_before.txt,codes/37754d3cb67b0eaf591a43e8c2df7d0b60fda112_.gitignore_after.txt,diffs/37754d3cb67b0eaf591a43e8c2df7d0b60fda112_.gitignore_diff.txt,add more info to the missing branch,add comment,,,,,,,,,
5cc0944997e03729712b9f313350df9f045b7669,added dictionary and worked on english processor,LanguageChecker.py,codes/5cc0944997e03729712b9f313350df9f045b7669_LanguageChecker.py_before.txt,codes/5cc0944997e03729712b9f313350df9f045b7669_LanguageChecker.py_after.txt,diffs/5cc0944997e03729712b9f313350df9f045b7669_LanguageChecker.py_diff.txt,add language checker for brandonskerritt,update languagechecker.py,,,,,,,,,
5cc0944997e03729712b9f313350df9f045b7669,added dictionary and worked on english processor,README.MD,codes/5cc0944997e03729712b9f313350df9f045b7669_README.MD_before.txt,codes/5cc0944997e03729712b9f313350df9f045b7669_README.MD_after.txt,diffs/5cc0944997e03729712b9f313350df9f045b7669_README.MD_diff.txt,add missing line after commit,add more info to commit message,,,,,,,,,
5cc0944997e03729712b9f313350df9f045b7669,added dictionary and worked on english processor,ciphey-main.py,codes/5cc0944997e03729712b9f313350df9f045b7669_ciphey-main.py_before.txt,codes/5cc0944997e03729712b9f313350df9f045b7669_ciphey-main.py_after.txt,diffs/5cc0944997e03729712b9f313350df9f045b7669_ciphey-main.py_diff.txt,add missing comments,update ciphey.py,,,,,,,,,
5cc0944997e03729712b9f313350df9f045b7669,added dictionary and worked on english processor,dictionary.txt,codes/5cc0944997e03729712b9f313350df9f045b7669_dictionary.txt_before.txt,codes/5cc0944997e03729712b9f313350df9f045b7669_dictionary.txt_after.txt,diffs/5cc0944997e03729712b9f313350df9f045b7669_dictionary.txt_diff.txt,add commit branch to commit list,add missing space in commit message,,,,,,,,,
5cc0944997e03729712b9f313350df9f045b7669,added dictionary and worked on english processor,mathsHelper.py,codes/5cc0944997e03729712b9f313350df9f045b7669_mathsHelper.py_before.txt,codes/5cc0944997e03729712b9f313350df9f045b7669_mathsHelper.py_after.txt,diffs/5cc0944997e03729712b9f313350df9f045b7669_mathsHelper.py_diff.txt,update commit.py,update maths/maths_utils.py,,,,,,,,,
9f2fd8d70a70d7252a1961ecda7e2d4154df5664,made a file structure i tink,LanguageChecker.py,codes/9f2fd8d70a70d7252a1961ecda7e2d4154df5664_LanguageChecker.py_before.txt,codes/9f2fd8d70a70d7252a1961ecda7e2d4154df5664_LanguageChecker.py_after.txt,diffs/9f2fd8d70a70d7252a1961ecda7e2d4154df5664_LanguageChecker.py_diff.txt,update commit.py,update commit message,,,,,,,,,
9f2fd8d70a70d7252a1961ecda7e2d4154df5664,made a file structure i tink,chisquared.py,codes/9f2fd8d70a70d7252a1961ecda7e2d4154df5664_chisquared.py_before.txt,codes/9f2fd8d70a70d7252a1961ecda7e2d4154df5664_chisquared.py_after.txt,diffs/9f2fd8d70a70d7252a1961ecda7e2d4154df5664_chisquared.py_diff.txt,update commit.py,update commit.py,,,,,,,,,
9f2fd8d70a70d7252a1961ecda7e2d4154df5664,made a file structure i tink,dictionaryChecker.py,codes/9f2fd8d70a70d7252a1961ecda7e2d4154df5664_dictionaryChecker.py_before.txt,codes/9f2fd8d70a70d7252a1961ecda7e2d4154df5664_dictionaryChecker.py_after.txt,diffs/9f2fd8d70a70d7252a1961ecda7e2d4154df5664_dictionaryChecker.py_diff.txt,add language check to checkdictionary,add missing space,,,,,,,,,
9f2fd8d70a70d7252a1961ecda7e2d4154df5664,made a file structure i tink,english.txt,codes/9f2fd8d70a70d7252a1961ecda7e2d4154df5664_english.txt_before.txt,codes/9f2fd8d70a70d7252a1961ecda7e2d4154df5664_english.txt_after.txt,diffs/9f2fd8d70a70d7252a1961ecda7e2d4154df5664_english.txt_diff.txt,add commit branch to commit list,add missing space in commit message,,,,,,,,,
7b6545c06e90202a39581e328f65b03432464cbe,sometimes python annoys me,LanguageChecker.py,codes/7b6545c06e90202a39581e328f65b03432464cbe_LanguageChecker.py_before.txt,codes/7b6545c06e90202a39581e328f65b03432464cbe_LanguageChecker.py_after.txt,diffs/7b6545c06e90202a39581e328f65b03432464cbe_LanguageChecker.py_diff.txt,add missing spaces,update commit message,,,,,,,,,
7b6545c06e90202a39581e328f65b03432464cbe,sometimes python annoys me,README.MD,codes/7b6545c06e90202a39581e328f65b03432464cbe_README.MD_before.txt,codes/7b6545c06e90202a39581e328f65b03432464cbe_README.MD_after.txt,diffs/7b6545c06e90202a39581e328f65b03432464cbe_README.MD_diff.txt,add more info about wordlist,add more info about wordlist,,,,,,,,,
7b6545c06e90202a39581e328f65b03432464cbe,sometimes python annoys me,__init__.py,codes/7b6545c06e90202a39581e328f65b03432464cbe___init__.py_before.txt,codes/7b6545c06e90202a39581e328f65b03432464cbe___init__.py_after.txt,diffs/7b6545c06e90202a39581e328f65b03432464cbe___init__.py_diff.txt,,add missing comment,,,,,,,,,
7b6545c06e90202a39581e328f65b03432464cbe,sometimes python annoys me,tests.py,codes/7b6545c06e90202a39581e328f65b03432464cbe_tests.py_before.txt,codes/7b6545c06e90202a39581e328f65b03432464cbe_tests.py_after.txt,diffs/7b6545c06e90202a39581e328f65b03432464cbe_tests.py_diff.txt,add newline at the end of file,fix typo in commit message,,,,,,,,,
7b6545c06e90202a39581e328f65b03432464cbe,sometimes python annoys me,__init__.py,codes/7b6545c06e90202a39581e328f65b03432464cbe___init__.py_before.txt,codes/7b6545c06e90202a39581e328f65b03432464cbe___init__.py_after.txt,diffs/7b6545c06e90202a39581e328f65b03432464cbe___init__.py_diff.txt,,add missing comment,,,,,,,,,
7b6545c06e90202a39581e328f65b03432464cbe,sometimes python annoys me,ciphey-main.py,codes/7b6545c06e90202a39581e328f65b03432464cbe_ciphey-main.py_before.txt,codes/7b6545c06e90202a39581e328f65b03432464cbe_ciphey-main.py_after.txt,diffs/7b6545c06e90202a39581e328f65b03432464cbe_ciphey-main.py_diff.txt,add commit message,add new line to ciphey script,,,,,,,,,
7b6545c06e90202a39581e328f65b03432464cbe,sometimes python annoys me,__init__.py,codes/7b6545c06e90202a39581e328f65b03432464cbe___init__.py_before.txt,codes/7b6545c06e90202a39581e328f65b03432464cbe___init__.py_after.txt,diffs/7b6545c06e90202a39581e328f65b03432464cbe___init__.py_diff.txt,,add missing comment,,,,,,,,,
7b6545c06e90202a39581e328f65b03432464cbe,sometimes python annoys me,languageCheckTest.py,codes/7b6545c06e90202a39581e328f65b03432464cbe_languageCheckTest.py_before.txt,codes/7b6545c06e90202a39581e328f65b03432464cbe_languageCheckTest.py_after.txt,diffs/7b6545c06e90202a39581e328f65b03432464cbe_languageCheckTest.py_diff.txt,add newline at the end of file,update commit message,,,,,,,,,
7b6545c06e90202a39581e328f65b03432464cbe,sometimes python annoys me,main.py,codes/7b6545c06e90202a39581e328f65b03432464cbe_main.py_before.txt,codes/7b6545c06e90202a39581e328f65b03432464cbe_main.py_after.txt,diffs/7b6545c06e90202a39581e328f65b03432464cbe_main.py_diff.txt,add missing newline,add missing newline,,,,,,,,,
7b6545c06e90202a39581e328f65b03432464cbe,sometimes python annoys me,mathsHelper.py,codes/7b6545c06e90202a39581e328f65b03432464cbe_mathsHelper.py_before.txt,codes/7b6545c06e90202a39581e328f65b03432464cbe_mathsHelper.py_after.txt,diffs/7b6545c06e90202a39581e328f65b03432464cbe_mathsHelper.py_diff.txt,add missing docstring,update maths_helper.py,,,,,,,,,
7b6545c06e90202a39581e328f65b03432464cbe,sometimes python annoys me,dictionary.txt,codes/7b6545c06e90202a39581e328f65b03432464cbe_dictionary.txt_before.txt,codes/7b6545c06e90202a39581e328f65b03432464cbe_dictionary.txt_after.txt,diffs/7b6545c06e90202a39581e328f65b03432464cbe_dictionary.txt_diff.txt,add commit,add a comment,,,,,,,,,
4be6c646ae9966d006a1173b63a09e98c42fb417,wow would you believe this chi squared works,__main__.py,codes/4be6c646ae9966d006a1173b63a09e98c42fb417___main__.py_before.txt,codes/4be6c646ae9966d006a1173b63a09e98c42fb417___main__.py_after.txt,diffs/4be6c646ae9966d006a1173b63a09e98c42fb417___main__.py_diff.txt,add testpy to commit,add testpy to commit,,,,,,,,,
4be6c646ae9966d006a1173b63a09e98c42fb417,wow would you believe this chi squared works,test_chi_squared.py,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_test_chi_squared.py_before.txt,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_test_chi_squared.py_after.txt,diffs/4be6c646ae9966d006a1173b63a09e98c42fb417_test_chi_squared.py_diff.txt,add test for,add more info to the commit,,,,,,,,,
4be6c646ae9966d006a1173b63a09e98c42fb417,wow would you believe this chi squared works,tests.py,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_tests.py_before.txt,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_tests.py_after.txt,diffs/4be6c646ae9966d006a1173b63a09e98c42fb417_tests.py_diff.txt,add missing newline,fix typo in test,,,,,,,,,
4be6c646ae9966d006a1173b63a09e98c42fb417,wow would you believe this chi squared works,chisquared.py,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_chisquared.py_before.txt,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_chisquared.py_after.txt,diffs/4be6c646ae9966d006a1173b63a09e98c42fb417_chisquared.py_diff.txt,add more info about language checker,update chisquared.py,,,,,,,,,
4be6c646ae9966d006a1173b63a09e98c42fb417,wow would you believe this chi squared works,test,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_test_before.txt,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_test_after.txt,diffs/4be6c646ae9966d006a1173b63a09e98c42fb417_test_diff.txt,,add missing line,,,,,,,,,
4be6c646ae9966d006a1173b63a09e98c42fb417,wow would you believe this chi squared works,test.py,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_test.py_before.txt,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_test.py_after.txt,diffs/4be6c646ae9966d006a1173b63a09e98c42fb417_test.py_diff.txt,add missing newline,add missing newline,,,,,,,,,
4be6c646ae9966d006a1173b63a09e98c42fb417,wow would you believe this chi squared works,mathsHelper.py,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_mathsHelper.py_before.txt,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_mathsHelper.py_after.txt,diffs/4be6c646ae9966d006a1173b63a09e98c42fb417_mathsHelper.py_diff.txt,update commit.py,add fix for maths,,,,,,,,,
4be6c646ae9966d006a1173b63a09e98c42fb417,wow would you believe this chi squared works,runTests.py,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_runTests.py_before.txt,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_runTests.py_after.txt,diffs/4be6c646ae9966d006a1173b63a09e98c42fb417_runTests.py_diff.txt,add missing test file,add newline at the end of the file,,,,,,,,,
4be6c646ae9966d006a1173b63a09e98c42fb417,wow would you believe this chi squared works,mathsHelper.py,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_mathsHelper.py_before.txt,codes/4be6c646ae9966d006a1173b63a09e98c42fb417_mathsHelper.py_after.txt,diffs/4be6c646ae9966d006a1173b63a09e98c42fb417_mathsHelper.py_diff.txt,update commit.py,add fix for maths,,,,,,,,,
a5f06fe043ffab91227a2d9b259eb982d281254f,end of day,test_chi_squared.py,codes/a5f06fe043ffab91227a2d9b259eb982d281254f_test_chi_squared.py_before.txt,codes/a5f06fe043ffab91227a2d9b259eb982d281254f_test_chi_squared.py_after.txt,diffs/a5f06fe043ffab91227a2d9b259eb982d281254f_test_chi_squared.py_diff.txt,add test for,fix typo in test_chisquared.py,,,,,,,,,
a5f06fe043ffab91227a2d9b259eb982d281254f,end of day,testchi_squared.py,codes/a5f06fe043ffab91227a2d9b259eb982d281254f_testchi_squared.py_before.txt,codes/a5f06fe043ffab91227a2d9b259eb982d281254f_testchi_squared.py_after.txt,diffs/a5f06fe043ffab91227a2d9b259eb982d281254f_testchi_squared.py_diff.txt,add more tests for the language checker,fix typo in test_chisquared.py,,,,,,,,,
a5f06fe043ffab91227a2d9b259eb982d281254f,end of day,chisquared.py,codes/a5f06fe043ffab91227a2d9b259eb982d281254f_chisquared.py_before.txt,codes/a5f06fe043ffab91227a2d9b259eb982d281254f_chisquared.py_after.txt,diffs/a5f06fe043ffab91227a2d9b259eb982d281254f_chisquared.py_diff.txt,add more info to the algorithm,update chisquared.py,,,,,,,,,
a5f06fe043ffab91227a2d9b259eb982d281254f,end of day,runTests.py,codes/a5f06fe043ffab91227a2d9b259eb982d281254f_runTests.py_before.txt,codes/a5f06fe043ffab91227a2d9b259eb982d281254f_runTests.py_after.txt,diffs/a5f06fe043ffab91227a2d9b259eb982d281254f_runTests.py_diff.txt,add missing import,add missing newline at the end of file,,,,,,,,,
c4cb77e2599d520a2a6925a1959403df1635af6b,added standard deviation and fixed a bunch of bugs,testchi_squared.py,codes/c4cb77e2599d520a2a6925a1959403df1635af6b_testchi_squared.py_before.txt,codes/c4cb77e2599d520a2a6925a1959403df1635af6b_testchi_squared.py_after.txt,diffs/c4cb77e2599d520a2a6925a1959403df1635af6b_testchi_squared.py_diff.txt,add more tests for chisquared.chisSquared(),add tests for chisquared,,,,,,,,,
c4cb77e2599d520a2a6925a1959403df1635af6b,added standard deviation and fixed a bunch of bugs,chisquared.py,codes/c4cb77e2599d520a2a6925a1959403df1635af6b_chisquared.py_before.txt,codes/c4cb77e2599d520a2a6925a1959403df1635af6b_chisquared.py_after.txt,diffs/c4cb77e2599d520a2a6925a1959403df1635af6b_chisquared.py_diff.txt,add some more info to the chis_score.py file,add more info to chisquared.py,,,,,,,,,
c4cb77e2599d520a2a6925a1959403df1635af6b,added standard deviation and fixed a bunch of bugs,main.py,codes/c4cb77e2599d520a2a6925a1959403df1635af6b_main.py_before.txt,codes/c4cb77e2599d520a2a6925a1959403df1635af6b_main.py_after.txt,diffs/c4cb77e2599d520a2a6925a1959403df1635af6b_main.py_diff.txt,add missing newline,add missing newline,,,,,,,,,
c4cb77e2599d520a2a6925a1959403df1635af6b,added standard deviation and fixed a bunch of bugs,mathsHelper.py,codes/c4cb77e2599d520a2a6925a1959403df1635af6b_mathsHelper.py_before.txt,codes/c4cb77e2599d520a2a6925a1959403df1635af6b_mathsHelper.py_after.txt,diffs/c4cb77e2599d520a2a6925a1959403df1635af6b_mathsHelper.py_diff.txt,add checkequal to mathshelper,update maths_helper.py,,,,,,,,,
bbaf2ae51cd36b25fd9c2eadc8f1498146422860,neural natworks,chisquared.py,codes/bbaf2ae51cd36b25fd9c2eadc8f1498146422860_chisquared.py_before.txt,codes/bbaf2ae51cd36b25fd9c2eadc8f1498146422860_chisquared.py_after.txt,diffs/bbaf2ae51cd36b25fd9c2eadc8f1498146422860_chisquared.py_diff.txt,add more examples to the chi squared calculation,add more examples to commit,,,,,,,,,
bbaf2ae51cd36b25fd9c2eadc8f1498146422860,neural natworks,neural.py,codes/bbaf2ae51cd36b25fd9c2eadc8f1498146422860_neural.py_before.txt,codes/bbaf2ae51cd36b25fd9c2eadc8f1498146422860_neural.py_after.txt,diffs/bbaf2ae51cd36b25fd9c2eadc8f1498146422860_neural.py_diff.txt,add a comment for the ner modeling,add comment,,,,,,,,,
b61c81af8768330b3acce598a997be082e90d713,created neural network,main.py,codes/b61c81af8768330b3acce598a997be082e90d713_main.py_before.txt,codes/b61c81af8768330b3acce598a997be082e90d713_main.py_after.txt,diffs/b61c81af8768330b3acce598a997be082e90d713_main.py_diff.txt,add test for n-hot vectors in rnn,update commit,,,,,,,,,
b61c81af8768330b3acce598a997be082e90d713,created neural network,neural copy.py,codes/b61c81af8768330b3acce598a997be082e90d713_neural copy.py_before.txt,codes/b61c81af8768330b3acce598a997be082e90d713_neural copy.py_after.txt,diffs/b61c81af8768330b3acce598a997be082e90d713_neural copy.py_diff.txt,add docs for ner_neural_network,add diff for ner_neural_network,,,,,,,,,
b61c81af8768330b3acce598a997be082e90d713,created neural network,neural.py,codes/b61c81af8768330b3acce598a997be082e90d713_neural.py_before.txt,codes/b61c81af8768330b3acce598a997be082e90d713_neural.py_after.txt,diffs/b61c81af8768330b3acce598a997be082e90d713_neural.py_diff.txt,add docs for ner_neural_network,add comment,,,,,,,,,
b61c81af8768330b3acce598a997be082e90d713,created neural network,nn.py,codes/b61c81af8768330b3acce598a997be082e90d713_nn.py_before.txt,codes/b61c81af8768330b3acce598a997be082e90d713_nn.py_after.txt,diffs/b61c81af8768330b3acce598a997be082e90d713_nn.py_diff.txt,add commit,add missing import,,,,,,,,,
b61c81af8768330b3acce598a997be082e90d713,created neural network,rnn.py,codes/b61c81af8768330b3acce598a997be082e90d713_rnn.py_before.txt,codes/b61c81af8768330b3acce598a997be082e90d713_rnn.py_after.txt,diffs/b61c81af8768330b3acce598a997be082e90d713_rnn.py_diff.txt,add missing docstrings,add missing docstrings to rnn.py,,,,,,,,,
064d9f1415e95022f11ca978448066120079269a,added de-hashing functionality,hashBuster.py,codes/064d9f1415e95022f11ca978448066120079269a_hashBuster.py_before.txt,codes/064d9f1415e95022f11ca978448066120079269a_hashBuster.py_after.txt,diffs/064d9f1415e95022f11ca978448066120079269a_hashBuster.py_diff.txt,add support for -h and -i,add a comment,,,,,,,,,
064d9f1415e95022f11ca978448066120079269a,added de-hashing functionality,testdictionary_checker.py,codes/064d9f1415e95022f11ca978448066120079269a_testdictionary_checker.py_before.txt,codes/064d9f1415e95022f11ca978448066120079269a_testdictionary_checker.py_after.txt,diffs/064d9f1415e95022f11ca978448066120079269a_testdictionary_checker.py_diff.txt,add test for,add test for,,,,,,,,,
064d9f1415e95022f11ca978448066120079269a,added de-hashing functionality,LanguageChecker.py,codes/064d9f1415e95022f11ca978448066120079269a_LanguageChecker.py_before.txt,codes/064d9f1415e95022f11ca978448066120079269a_LanguageChecker.py_after.txt,diffs/064d9f1415e95022f11ca978448066120079269a_LanguageChecker.py_diff.txt,add language code to the commit,update commit to reflect the new language,,,,,,,,,
064d9f1415e95022f11ca978448066120079269a,added de-hashing functionality,chisquared.py,codes/064d9f1415e95022f11ca978448066120079269a_chisquared.py_before.txt,codes/064d9f1415e95022f11ca978448066120079269a_chisquared.py_after.txt,diffs/064d9f1415e95022f11ca978448066120079269a_chisquared.py_diff.txt,add chiSquared to language_data,add fix for language_data,,,,,,,,,
064d9f1415e95022f11ca978448066120079269a,added de-hashing functionality,dictionaryChecker.py,codes/064d9f1415e95022f11ca978448066120079269a_dictionaryChecker.py_before.txt,codes/064d9f1415e95022f11ca978448066120079269a_dictionaryChecker.py_after.txt,diffs/064d9f1415e95022f11ca978448066120079269a_dictionaryChecker.py_diff.txt,add language check,update docs for language check,,,,,,,,,
064d9f1415e95022f11ca978448066120079269a,added de-hashing functionality,english.txt,codes/064d9f1415e95022f11ca978448066120079269a_english.txt_before.txt,codes/064d9f1415e95022f11ca978448066120079269a_english.txt_after.txt,diffs/064d9f1415e95022f11ca978448066120079269a_english.txt_diff.txt,add missing commit message,add missing commit message,,,,,,,,,
064d9f1415e95022f11ca978448066120079269a,added de-hashing functionality,neural.py,codes/064d9f1415e95022f11ca978448066120079269a_neural.py_before.txt,codes/064d9f1415e95022f11ca978448066120079269a_neural.py_after.txt,diffs/064d9f1415e95022f11ca978448066120079269a_neural.py_diff.txt,add missing docstrings,add comment about sigmoid,,,,,,,,,
