filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info 
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,121,4,24,"[121, 122]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,142,4,5,"[142, 143, 144, 145, 146, 147, 148, 149]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,174,4,5,"[174, 175, 176, 177, 178, 179, 180]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,194,4,21,[194],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,213,4,5,"[213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: 'nexttoken',213,11,5,"[213, 214, 215, 216, 217]",https://bandit.readthedocs.io/en/1.8.6/plugins/b106_hardcoded_password_funcarg.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,243,4,5,"[243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,264,4,23,"[264, 265, 266]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,283,8,41,"[283, 284]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,293,8,59,[293],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,303,8,66,[303],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,318,8,74,"[318, 319]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,330,8,62,"[330, 331]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,344,8,65,[344],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,356,8,69,[356],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,380,8,56,[380],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,392,12,52,[392],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,401,8,56,[401],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,413,12,52,[413],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,442,8,36,[442],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,454,12,57,[454],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,480,8,56,[480],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,491,8,60,[491],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,516,8,59,[516],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,529,8,63,[529],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,549,8,62,[549],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,567,8,66,[567],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,581,8,66,[581],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,604,8,9,"[604, 605, 606, 607, 608, 609, 610, 611]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,632,8,9,"[632, 633, 634, 635, 636, 637, 638, 639]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,661,8,9,"[661, 662, 663, 664, 665, 666, 667, 668]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,688,8,9,"[688, 689, 690, 691, 692, 693, 694, 695]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,775,8,9,"[775, 776, 777, 778, 779, 780, 781, 782, 783, 784, 785, 786, 787, 788, 789, 790, 791]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,827,8,9,"[827, 828, 829, 830, 831, 832, 833, 834, 835, 836, 837, 838, 839, 840, 841, 842, 843]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,882,8,9,"[882, 883, 884, 885, 886, 887, 888, 889, 890, 891, 892, 893, 894, 895, 896, 897, 898]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,913,8,9,"[913, 914, 915, 916, 917, 918, 919, 920, 921, 922, 923, 924, 925, 926, 927, 928]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1035,8,9,"[1035, 1036, 1037, 1038, 1039, 1040, 1041, 1042, 1043, 1044, 1045, 1046, 1047]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1121,8,62,[1121],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1130,8,9,"[1130, 1131, 1132, 1133, 1134, 1135, 1136, 1137, 1138, 1139, 1140, 1141]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1153,8,9,"[1153, 1154, 1155, 1156, 1157, 1158, 1159, 1160, 1161, 1162, 1163, 1164]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1224,8,9,"[1224, 1225, 1226, 1227, 1228, 1229, 1230, 1231, 1232, 1233, 1234, 1235, 1236]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1297,8,9,"[1297, 1298, 1299, 1300, 1301, 1302, 1303, 1304, 1305, 1306, 1307, 1308, 1309]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1532,8,67,[1532],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1545,8,61,[1545],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1566,8,70,[1566],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1606,8,41,[1606],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1641,8,28,[1641],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1679,8,54,[1679],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1690,8,74,[1690],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1722,8,55,"[1722, 1723, 1724]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1737,8,50,"[1737, 1738, 1739]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1761,8,55,"[1761, 1762, 1763]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1777,8,69,"[1777, 1778, 1779, 1780]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1794,8,44,"[1794, 1795, 1796]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1810,8,58,"[1810, 1811, 1812]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1826,8,48,"[1826, 1827, 1828]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1845,8,33,"[1845, 1846, 1847, 1848, 1849]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1864,8,29,"[1864, 1865, 1866, 1867]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1892,8,55,"[1892, 1893, 1894]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1924,8,55,"[1924, 1925, 1926]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1952,8,52,"[1952, 1953, 1954, 1955]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1979,8,74,"[1979, 1980]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,1993,8,71,"[1993, 1994, 1995]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2014,8,74,"[2014, 2015]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2029,8,50,"[2029, 2030, 2031, 2032, 2033, 2034, 2035]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2057,8,60,[2057],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2058,8,76,[2058],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2059,8,72,[2059],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2079,8,76,[2079],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2080,8,66,"[2080, 2081]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2373,8,60,[2373],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2374,8,79,"[2374, 2375]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2376,8,72,[2376],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2389,8,76,[2389],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2390,8,66,"[2390, 2391]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2735,8,29,[2735],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2755,8,29,[2755],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2766,8,29,[2766],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2776,8,29,[2776],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2789,8,30,[2789],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2809,12,57,[2809],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2828,8,49,[2828],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2890,8,47,[2890],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2911,8,57,[2911],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,2940,8,9,"[2940, 2941, 2942, 2943, 2944]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3050,4,28,[3050],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3065,4,39,[3065],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3114,4,31,[3114],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3134,4,31,[3134],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3511,4,20,"[3511, 3512, 3513, 3514, 3515]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3529,4,54,"[3529, 3530]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3603,4,30,[3603],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3630,4,30,[3630],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3654,4,30,[3654],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3686,4,30,[3686],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\test_awsclient.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,3798,4,20,"[3798, 3799, 3800, 3801]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
